id,date,futures_contract,month,unfixed_sale,unfixed_purchase,report_week
4980,2017-02-24,CTV17,October 2017,0,0,8
4981,2017-02-24,CTZ17,December 2017,15463,16396,8
4982,2017-02-24,CTH18,March 2018,8268,119,8
4983,2017-02-24,CTK18,May 2018,3715,5,8
4984,2017-02-24,CTN18,July 2018,3025,100,8
4985,2017-01-06,CTH17,March 2017,38274,3937,1
4986,2017-01-06,CTK17,May 2017,26495,2339,1
4987,2017-01-06,CTN17,July 2017,24054,1949,1
4988,2017-01-06,CTV17,October 2017,0,0,1
4989,2017-01-06,CTZ17,December 2017,11060,9276,1
4990,2017-01-06,CTH18,March 2018,5734,44,1
4991,2017-01-06,CTK18,May 2018,2604,0,1
4992,2017-01-06,CTN18,July 2018,2097,441,1
4993,2017-01-13,CTH17,March 2017,36665,4009,2
4994,2017-01-13,CTK17,May 2017,27830,2485,2
4995,2017-01-13,CTN17,July 2017,27251,2292,2
4996,2017-01-13,CTV17,October 2017,0,0,2
4997,2017-01-13,CTZ17,December 2017,12060,11391,2
4998,2017-01-13,CTH18,March 2018,5892,44,2
4999,2017-01-13,CTK18,May 2018,2627,5,2
5000,2017-01-13,CTN18,July 2018,2097,441,2
5001,2017-01-20,CTH17,March 2017,35453,4040,3
5002,2017-01-20,CTK17,May 2017,29064,2577,3
5003,2017-01-20,CTN17,July 2017,29461,2365,3
5004,2017-01-20,CTV17,October 2017,0,0,3
5005,2017-01-20,CTZ17,December 2017,12597,12102,3
5006,2017-01-20,CTH18,March 2018,6066,44,3
5007,2017-01-20,CTK18,May 2018,2645,5,3
5008,2017-01-20,CTN18,July 2018,2097,441,3
5009,2017-01-27,CTH17,March 2017,32383,3807,4
5010,2017-01-27,CTK17,May 2017,30977,2476,4
5011,2017-01-27,CTN17,July 2017,31231,2481,4
5012,2017-01-27,CTV17,October 2017,0,4,4
5013,2017-01-27,CTZ17,December 2017,12870,13747,4
5014,2017-01-27,CTH18,March 2018,6443,44,4
5015,2017-01-27,CTK18,May 2018,2677,5,4
5016,2017-01-27,CTN18,July 2018,2095,882,4
6265,2021-11-26,CTZ21,December 2021,166,67,48
6266,2021-11-26,CTH22,March 2022,68678,13884,48
6267,2021-11-26,CTK22,May 2022,20722,2205,48
6268,2021-11-26,CTN22,July 2022,46752,5284,48
6269,2021-11-26,CTV22,October 2022,0,0,48
6270,2021-11-26,CTZ22,December 2022,11621,13861,48
6271,2021-11-26,CTH23,March 2023,2500,702,48
6272,2021-11-26,CTK23,May 2023,1039,0,48
6273,2021-12-03,CTZ21,December 2021,0,0,49
6274,2021-12-03,CTH22,March 2022,59197,11259,49
6275,2021-12-03,CTK22,May 2022,19891,2279,49
6276,2021-12-03,CTN22,July 2022,45301,5265,49
6277,2021-12-03,CTV22,October 2022,0,0,49
6278,2021-12-03,CTZ22,December 2022,11435,13902,49
6279,2021-12-03,CTH23,March 2023,2423,630,49
6280,2021-12-03,CTK23,May 2023,1083,0,49
6281,2021-12-10,CTZ21,December 2021,0,0,50
6282,2021-12-10,CTH22,March 2022,56015,10997,50
6283,2021-12-10,CTK22,May 2022,21343,2671,50
6284,2021-12-10,CTN22,July 2022,45842,5257,50
6285,2021-12-10,CTV22,October 2022,0,0,50
6286,2021-12-10,CTZ22,December 2022,12659,14385,50
6287,2021-12-10,CTH23,March 2023,2720,626,50
6288,2021-12-10,CTK23,May 2023,1364,0,50
6289,2021-12-17,CTZ21,December 2021,0,0,51
6290,2021-12-17,CTH22,March 2022,54033,10300,51
6291,2021-12-17,CTK22,May 2022,21662,2672,51
6292,2021-12-17,CTN22,July 2022,46488,5437,51
6293,2021-12-17,CTV22,October 2022,0,0,51
6294,2021-12-17,CTZ22,December 2022,13242,14511,51
6295,2021-12-17,CTH23,March 2023,2848,750,51
6296,2021-12-17,CTK23,May 2023,1250,0,51
6297,2021-12-23,CTH22,March 2022,51771,9817,52
6298,2021-12-23,CTK22,May 2022,21528,2657,52
6299,2021-12-23,CTN22,July 2022,47310,5461,52
6300,2021-12-23,CTV22,October 2022,0,0,52
6301,2021-12-23,CTZ22,December 2022,13784,14559,52
6302,2021-12-23,CTH23,March 2023,2980,780,52
6303,2021-12-23,CTK23,May 2023,1250,0,52
6304,2021-12-23,CTN23,July 2023,1302,44,52
6305,2021-10-29,CTZ21,December 2021,28748,9376,44
6306,2021-10-29,CTH22,March 2022,55827,10706,44
6307,2021-10-29,CTK22,May 2022,19285,2329,44
6308,2021-10-29,CTN22,July 2022,42658,5331,44
6309,2021-10-29,CTV22,October 2022,0,0,44
6310,2021-10-29,CTZ22,December 2022,10927,12161,44
6311,2021-10-29,CTH23,March 2023,1905,395,44
6312,2021-10-29,CTK23,May 2023,863,0,44
6313,2021-11-05,CTZ21,December 2021,20598,7101,45
6314,2021-11-05,CTH22,March 2022,60733,11167,45
6315,2021-11-05,CTK22,May 2022,19704,2428,45
6316,2021-11-05,CTN22,July 2022,45450,5414,45
6317,2021-11-05,CTV22,October 2022,0,0,45
6318,2021-11-05,CTZ22,December 2022,11038,12761,45
6319,2021-11-05,CTH23,March 2023,2037,461,45
6320,2021-11-05,CTK23,May 2023,907,0,45
6321,2021-11-12,CTZ21,December 2021,13553,5528,46
6322,2021-11-12,CTH22,March 2022,63537,11113,46
6323,2021-11-12,CTK22,May 2022,19864,2371,46
6324,2021-11-12,CTN22,July 2022,46289,5348,46
6325,2021-11-12,CTV22,October 2022,0,0,46
6326,2021-11-12,CTZ22,December 2022,11395,13195,46
6327,2021-11-12,CTH23,March 2023,2493,682,46
6328,2021-11-12,CTK23,May 2023,995,0,46
6329,2021-11-19,CTZ21,December 2021,2450,1369,47
6330,2021-11-19,CTH22,March 2022,68292,12224,47
6331,2021-11-19,CTK22,May 2022,20528,2203,47
6332,2021-11-19,CTN22,July 2022,47328,5284,47
6333,2021-11-19,CTV22,October 2022,0,0,47
6334,2021-11-19,CTZ22,December 2022,11694,13655,47
6335,2021-11-19,CTH23,March 2023,2515,697,47
6336,2021-11-19,CTK23,May 2023,1039,0,47
6337,2021-10-01,CTV21,October 2021,0,0,40
6338,2021-10-01,CTZ21,December 2021,39579,12508,40
6339,2021-10-01,CTH22,March 2022,44515,8173,40
6340,2021-10-01,CTK22,May 2022,16902,1442,40
6341,2021-10-01,CTN22,July 2022,39098,5004,40
6342,2021-10-01,CTV22,October 2022,0,0,40
6343,2021-10-01,CTZ22,December 2022,7698,8171,40
6344,2021-10-01,CTH23,March 2023,1469,142,40
6345,2021-10-08,CTV21,October 2021,0,0,41
6346,2021-10-08,CTZ21,December 2021,35817,12405,41
6347,2021-10-08,CTH22,March 2022,46283,8700,41
6348,2021-10-08,CTK22,May 2022,17512,1482,41
6349,2021-10-08,CTN22,July 2022,40114,5038,41
6350,2021-10-08,CTV22,October 2022,0,0,41
6351,2021-10-08,CTZ22,December 2022,7971,8412,41
6352,2021-10-08,CTH23,March 2023,1627,212,41
6353,2021-10-15,CTZ21,December 2021,33970,10929,42
6354,2021-10-15,CTH22,March 2022,54264,11014,42
6355,2021-10-15,CTK22,May 2022,18039,2013,42
6356,2021-10-15,CTN22,July 2022,40938,5316,42
6357,2021-10-15,CTV22,October 2022,0,0,42
6358,2021-10-15,CTZ22,December 2022,9009,10617,42
6359,2021-10-15,CTH23,March 2023,1601,311,42
6360,2021-10-15,CTK23,May 2023,115,0,42
6361,2021-10-22,CTZ21,December 2021,31429,10396,43
6362,2021-10-22,CTH22,March 2022,54836,10811,43
6363,2021-10-22,CTK22,May 2022,18715,2173,43
6364,2021-10-22,CTN22,July 2022,40968,5331,43
6365,2021-10-22,CTV22,October 2022,0,0,43
6366,2021-10-22,CTZ22,December 2022,9399,11035,43
6367,2021-10-22,CTH23,March 2023,1932,311,43
6368,2021-10-22,CTK23,May 2023,776,0,43
6369,2021-08-27,CTV21,October 2021,0,0,35
6370,2021-08-27,CTZ21,December 2021,54032,18248,35
6371,2021-08-27,CTH22,March 2022,38021,6727,35
6372,2021-08-27,CTK22,May 2022,15165,1231,35
6373,2021-08-27,CTN22,July 2022,36088,4526,35
6374,2021-08-27,CTV22,October 2022,0,0,35
6375,2021-08-27,CTZ22,December 2022,6567,7758,35
6376,2021-08-27,CTH23,March 2023,1416,142,35
6377,2021-09-03,CTV21,October 2021,0,0,36
6378,2021-09-03,CTZ21,December 2021,52520,18148,36
6379,2021-09-03,CTH22,March 2022,41273,7779,36
6380,2021-09-03,CTK22,May 2022,15570,1226,36
6381,2021-09-03,CTN22,July 2022,37057,4940,36
6382,2021-09-03,CTV22,October 2022,0,0,36
6383,2021-09-03,CTZ22,December 2022,6418,7204,36
6384,2021-09-03,CTH23,March 2023,1416,142,36
6385,2021-09-10,CTV21,October 2021,0,0,37
6386,2021-09-10,CTZ21,December 2021,50545,17641,37
6387,2021-09-10,CTH22,March 2022,42808,8172,37
6388,2021-09-10,CTK22,May 2022,15747,1224,37
6389,2021-09-10,CTN22,July 2022,38002,4668,37
6390,2021-09-10,CTV22,October 2022,0,0,37
6391,2021-09-10,CTZ22,December 2022,6854,7311,37
6392,2021-09-10,CTH23,March 2023,1416,142,37
6393,2021-09-17,CTV21,October 2021,0,0,38
6394,2021-09-17,CTZ21,December 2021,49083,17166,38
6395,2021-09-17,CTH22,March 2022,45084,8126,38
6396,2021-09-17,CTK22,May 2022,15987,1224,38
6397,2021-09-17,CTN22,July 2022,38356,5024,38
6398,2021-09-17,CTV22,October 2022,0,0,38
6399,2021-09-17,CTZ22,December 2022,7080,7610,38
6400,2021-09-17,CTH23,March 2023,1443,142,38
6401,2021-09-24,CTV21,October 2021,0,0,39
6402,2021-09-24,CTZ21,December 2021,42440,14431,39
6403,2021-09-24,CTH22,March 2022,44389,8628,39
6404,2021-09-24,CTK22,May 2022,16457,1300,39
6405,2021-09-24,CTN22,July 2022,38614,5059,39
6406,2021-09-24,CTV22,October 2022,0,0,39
6407,2021-09-24,CTZ22,December 2022,6800,7745,39
6408,2021-09-24,CTH23,March 2023,1469,142,39
6409,2021-07-30,CTV21,October 2021,0,0,31
6410,2021-07-30,CTZ21,December 2021,55595,20516,31
6411,2021-07-30,CTH22,March 2022,29657,6230,31
6412,2021-07-30,CTK22,May 2022,13159,1211,31
6413,2021-07-30,CTN22,July 2022,32086,4290,31
6414,2021-07-30,CTV22,October 2022,0,0,31
6415,2021-07-30,CTZ22,December 2022,7223,8420,31
6416,2021-07-30,CTH23,March 2023,1306,176,31
6417,2021-08-06,CTV21,October 2021,0,0,32
6418,2021-08-06,CTZ21,December 2021,56147,20183,32
6419,2021-08-06,CTH22,March 2022,30984,6350,32
6420,2021-08-06,CTK22,May 2022,13514,1287,32
6421,2021-08-06,CTN22,July 2022,32909,4680,32
6422,2021-08-06,CTV22,October 2022,0,0,32
6423,2021-08-06,CTZ22,December 2022,7097,8362,32
6424,2021-08-06,CTH23,March 2023,1504,176,32
6425,2021-08-13,CTV21,October 2021,0,0,33
6426,2021-08-13,CTZ21,December 2021,55793,19293,33
6427,2021-08-13,CTH22,March 2022,32525,6432,33
6428,2021-08-13,CTK22,May 2022,13793,1297,33
6429,2021-08-13,CTN22,July 2022,34925,4410,33
6430,2021-08-13,CTV22,October 2022,0,0,33
6431,2021-08-13,CTZ22,December 2022,7939,8053,33
6432,2021-08-13,CTH23,March 2023,1504,186,33
6433,2021-08-20,CTV21,October 2021,0,0,34
6434,2021-08-20,CTZ21,December 2021,54525,18837,34
6435,2021-08-20,CTH22,March 2022,33762,6707,34
6436,2021-08-20,CTK22,May 2022,14487,1270,34
6437,2021-08-20,CTN22,July 2022,35963,4885,34
6438,2021-08-20,CTV22,October 2022,0,0,34
6439,2021-08-20,CTZ22,December 2022,6507,7683,34
6440,2021-08-20,CTH23,March 2023,1416,142,34
6441,2021-06-25,CTN21,July 2021,80,0,26
6442,2021-06-25,CTV21,October 2021,0,0,26
6443,2021-06-25,CTZ21,December 2021,52801,24219,26
6444,2021-06-25,CTH22,March 2022,23559,5795,26
6445,2021-06-25,CTK22,May 2022,10703,1017,26
6446,2021-06-25,CTN22,July 2022,26135,3598,26
6447,2021-06-25,CTZ22,December 2022,7459,10103,26
6448,2021-06-25,CTH23,March 2023,1412,246,26
6449,2021-07-02,CTN21,July 2021,0,0,27
6450,2021-07-02,CTV21,October 2021,0,0,27
6451,2021-07-02,CTZ21,December 2021,52812,23696,27
6452,2021-07-02,CTH22,March 2022,24464,5803,27
6453,2021-07-02,CTK22,May 2022,11028,1083,27
6454,2021-07-02,CTN22,July 2022,27260,3752,27
6455,2021-07-02,CTV22,October 2022,0,0,27
6456,2021-07-02,CTZ22,December 2022,7254,10421,27
6457,2021-07-09,CTN21,July 2021,0,0,28
6458,2021-07-09,CTV21,October 2021,0,0,28
6459,2021-07-09,CTZ21,December 2021,53831,23681,28
6460,2021-07-09,CTH22,March 2022,25734,5908,28
6461,2021-07-09,CTK22,May 2022,11441,1078,28
6462,2021-07-09,CTN22,July 2022,28232,3893,28
6463,2021-07-09,CTV22,October 2022,0,0,28
6464,2021-07-09,CTZ22,December 2022,7927,10403,28
6465,2021-07-16,CTN21,July 2021,0,0,29
6466,2021-07-16,CTV21,October 2021,0,0,29
6467,2021-07-16,CTZ21,December 2021,55253,22047,29
6468,2021-07-16,CTH22,March 2022,27708,6114,29
6469,2021-07-16,CTK22,May 2022,12772,1277,29
6470,2021-07-16,CTN22,July 2022,29775,4266,29
6471,2021-07-16,CTV22,October 2022,0,0,29
6472,2021-07-16,CTZ22,December 2022,8324,9576,29
6473,2021-07-23,CTV21,October 2021,0,0,30
6474,2021-07-23,CTZ21,December 2021,55238,21254,30
6475,2021-07-23,CTH22,March 2022,28571,6215,30
6476,2021-07-23,CTK22,May 2022,12741,1277,30
6477,2021-07-23,CTN22,July 2022,30979,4302,30
6478,2021-07-23,CTV22,October 2022,0,0,30
6479,2021-07-23,CTZ22,December 2022,7502,8642,30
6480,2021-07-23,CTH23,March 2023,1236,176,30
6481,2021-05-28,CTN21,July 2021,15933,4157,22
6482,2021-05-28,CTV21,October 2021,0,0,22
6483,2021-05-28,CTZ21,December 2021,41248,25765,22
6484,2021-05-28,CTH22,March 2022,16947,4112,22
6485,2021-05-28,CTK22,May 2022,7608,911,22
6486,2021-05-28,CTN22,July 2022,19376,2126,22
6487,2021-05-28,CTZ22,December 2022,6541,9539,22
6488,2021-05-28,CTH23,March 2023,1216,176,22
6489,2021-06-04,CTN21,July 2021,13552,3879,23
6490,2021-06-04,CTV21,October 2021,0,0,23
6491,2021-06-04,CTZ21,December 2021,44039,25604,23
6492,2021-06-04,CTH22,March 2022,18084,4755,23
6493,2021-06-04,CTK22,May 2022,7944,911,23
6494,2021-06-04,CTN22,July 2022,22040,2664,23
6495,2021-06-04,CTZ22,December 2022,6523,9975,23
6496,2021-06-04,CTH23,March 2023,1216,176,23
6497,2021-06-11,CTN21,July 2021,10039,3628,24
6498,2021-06-11,CTV21,October 2021,0,0,24
6499,2021-06-11,CTZ21,December 2021,47851,24108,24
6500,2021-06-11,CTH22,March 2022,19421,4917,24
6501,2021-06-11,CTK22,May 2022,8628,937,24
6502,2021-06-11,CTN22,July 2022,23526,3104,24
6503,2021-06-11,CTZ22,December 2022,6523,9978,24
6504,2021-06-11,CTH23,March 2023,1216,176,24
6505,2021-06-18,CTN21,July 2021,3831,1176,25
6506,2021-06-18,CTV21,October 2021,0,0,25
6507,2021-06-18,CTZ21,December 2021,49727,23780,25
6508,2021-06-18,CTH22,March 2022,21307,5170,25
6509,2021-06-18,CTK22,May 2022,9206,995,25
6510,2021-06-18,CTN22,July 2022,24668,3392,25
6511,2021-06-18,CTZ22,December 2022,6586,10022,25
6512,2021-06-18,CTH23,March 2023,1236,176,25
6513,2021-04-30,CTK21,May 2021,0,27,18
6514,2021-04-30,CTN21,July 2021,32978,5480,18
6515,2021-04-30,CTV21,October 2021,0,0,18
6516,2021-04-30,CTZ21,December 2021,31949,24127,18
6517,2021-04-30,CTH22,March 2022,13739,3624,18
6518,2021-04-30,CTK22,May 2022,5917,779,18
6519,2021-04-30,CTN22,July 2022,14717,1819,18
6520,2021-04-30,CTZ22,December 2022,5291,9388,18
6521,2021-05-07,CTK21,May 2021,0,27,19
6522,2021-05-07,CTN21,July 2021,33318,5586,19
6523,2021-05-07,CTV21,October 2021,0,0,19
6524,2021-05-07,CTZ21,December 2021,33075,24919,19
6525,2021-05-07,CTH22,March 2022,14453,3666,19
6526,2021-05-07,CTK22,May 2022,6878,779,19
6527,2021-05-07,CTN22,July 2022,15945,1819,19
6528,2021-05-07,CTZ22,December 2022,6418,9949,19
6529,2021-05-14,CTK21,May 2021,0,0,20
6530,2021-05-14,CTN21,July 2021,26619,5471,20
6531,2021-05-14,CTV21,October 2021,0,0,20
6532,2021-05-14,CTZ21,December 2021,35360,24848,20
6533,2021-05-14,CTH22,March 2022,15143,3643,20
6534,2021-05-14,CTK22,May 2022,6985,824,20
6535,2021-05-14,CTN22,July 2022,16465,1867,20
6536,2021-05-14,CTZ22,December 2022,6383,9308,20
6537,2021-05-21,CTN21,July 2021,19504,4772,21
6538,2021-05-21,CTV21,October 2021,0,0,21
6539,2021-05-21,CTZ21,December 2021,39496,25642,21
6540,2021-05-21,CTH22,March 2022,15675,3620,21
6541,2021-05-21,CTK22,May 2022,7275,824,21
6542,2021-05-21,CTN22,July 2022,18206,1872,21
6543,2021-05-21,CTZ22,December 2022,7151,9418,21
6544,2021-05-21,CTH23,March 2023,1216,176,21
6545,2021-03-26,CTK21,May 2021,10870,4223,13
6546,2021-03-26,CTN21,July 2021,29704,4454,13
6547,2021-03-26,CTV21,October 2021,0,0,13
6548,2021-03-26,CTZ21,December 2021,25317,24566,13
6549,2021-03-26,CTH22,March 2022,9649,3002,13
6550,2021-03-26,CTK22,May 2022,3619,626,13
6551,2021-03-26,CTN22,July 2022,9183,1604,13
6552,2021-03-26,CTZ22,December 2022,4231,8255,13
6553,2021-04-01,CTK21,May 2021,8455,3441,14
6554,2021-04-01,CTN21,July 2021,29973,4829,14
6555,2021-04-01,CTV21,October 2021,0,0,14
6556,2021-04-01,CTZ21,December 2021,26999,25370,14
6557,2021-04-01,CTH22,March 2022,10014,3013,14
6558,2021-04-01,CTK22,May 2022,3754,637,14
6559,2021-04-01,CTN22,July 2022,9409,1599,14
6560,2021-04-01,CTZ22,December 2022,4205,8741,14
6561,2021-04-09,CTK21,May 2021,6658,2795,15
6562,2021-04-09,CTN21,July 2021,29672,3399,15
6563,2021-04-09,CTV21,October 2021,0,0,15
6564,2021-04-09,CTZ21,December 2021,27349,24749,15
6565,2021-04-09,CTH22,March 2022,10778,3193,15
6566,2021-04-09,CTK22,May 2022,4019,652,15
6567,2021-04-09,CTN22,July 2022,9871,1599,15
6568,2021-04-09,CTZ22,December 2022,4699,9123,15
6569,2021-04-16,CTK21,May 2021,3211,1227,16
6570,2021-04-16,CTN21,July 2021,31000,5025,16
6571,2021-04-16,CTV21,October 2021,0,0,16
6572,2021-04-16,CTZ21,December 2021,29128,24684,16
6573,2021-04-16,CTH22,March 2022,11607,3462,16
6574,2021-04-16,CTK22,May 2022,4459,763,16
6575,2021-04-16,CTN22,July 2022,10644,1798,16
6576,2021-04-16,CTZ22,December 2022,4664,9258,16
6577,2021-04-23,CTK21,May 2021,43,27,17
6578,2021-04-23,CTN21,July 2021,33136,5640,17
6579,2021-04-23,CTV21,October 2021,0,0,17
6580,2021-04-23,CTZ21,December 2021,30153,24208,17
6581,2021-04-23,CTH22,March 2022,11828,3475,17
6582,2021-04-23,CTK22,May 2022,4546,757,17
6583,2021-04-23,CTN22,July 2022,11561,1930,17
6584,2021-04-23,CTZ22,December 2022,4631,9050,17
6585,2021-02-26,CTH21,March 2021,132,1,9
6586,2021-02-26,CTK21,May 2021,27063,6392,9
6587,2021-02-26,CTN21,July 2021,34133,5526,9
6588,2021-02-26,CTV21,October 2021,0,0,9
6589,2021-02-26,CTZ21,December 2021,21630,22061,9
6590,2021-02-26,CTH22,March 2022,6303,1743,9
6591,2021-02-26,CTK22,May 2022,2740,647,9
6592,2021-02-26,CTN22,July 2022,7024,1611,9
6593,2021-03-05,CTH21,March 2021,101,1,10
6594,2021-03-05,CTK21,May 2021,22453,5823,10
6595,2021-03-05,CTN21,July 2021,33946,4756,10
6596,2021-03-05,CTV21,October 2021,0,0,10
6597,2021-03-05,CTZ21,December 2021,23522,23977,10
6598,2021-03-05,CTH22,March 2022,5963,1882,10
6599,2021-03-05,CTK22,May 2022,2451,647,10
6600,2021-03-05,CTN22,July 2022,6578,1611,10
6601,2021-03-12,CTH21,March 2021,1,1,11
6602,2021-03-12,CTK21,May 2021,18829,5013,11
6603,2021-03-12,CTN21,July 2021,34072,4217,11
6604,2021-03-12,CTV21,October 2021,0,0,11
6605,2021-03-12,CTZ21,December 2021,25604,24267,11
6606,2021-03-12,CTH22,March 2022,7196,1942,11
6607,2021-03-12,CTK22,May 2022,3198,647,11
6608,2021-03-12,CTN22,July 2022,7997,1611,11
6609,2021-03-19,CTH21,March 2021,0,0,12
6610,2021-03-19,CTK21,May 2021,15681,4650,12
6611,2021-03-19,CTN21,July 2021,33896,4192,12
6612,2021-03-19,CTV21,October 2021,0,0,12
6613,2021-03-19,CTZ21,December 2021,26304,25320,12
6614,2021-03-19,CTH22,March 2022,8911,3120,12
6615,2021-03-19,CTK22,May 2022,3508,801,12
6616,2021-03-19,CTN22,July 2022,8750,1611,12
6617,2021-01-29,CTH21,March 2021,16866,6511,5
6618,2021-01-29,CTK21,May 2021,26645,3841,5
6619,2021-01-29,CTN21,July 2021,34905,6222,5
6620,2021-01-29,CTV21,October 2021,0,0,5
6621,2021-01-29,CTZ21,December 2021,13711,17599,5
6622,2021-01-29,CTH22,March 2022,3764,1479,5
6623,2021-01-29,CTK22,May 2022,1475,349,5
6624,2021-01-29,CTN22,July 2022,4615,1559,5
6625,2021-02-05,CTH21,March 2021,13509,5633,6
6626,2021-02-05,CTK21,May 2021,28212,4075,6
6627,2021-02-05,CTN21,July 2021,36395,6170,6
6628,2021-02-05,CTV21,October 2021,0,0,6
6629,2021-02-05,CTZ21,December 2021,14498,18514,6
6630,2021-02-05,CTH22,March 2022,5066,1573,6
6631,2021-02-05,CTK22,May 2022,1475,362,6
6632,2021-02-05,CTN22,July 2022,4796,1581,6
6633,2021-02-12,CTH21,March 2021,6490,3111,7
6634,2021-02-12,CTK21,May 2021,31116,4798,7
6635,2021-02-12,CTN21,July 2021,36174,6057,7
6636,2021-02-12,CTV21,October 2021,0,0,7
6637,2021-02-12,CTZ21,December 2021,15646,18408,7
6638,2021-02-12,CTH22,March 2022,5087,1641,7
6639,2021-02-12,CTK22,May 2022,1625,612,7
6640,2021-02-12,CTN22,July 2022,5096,1575,7
6641,2021-02-19,CTH21,March 2021,649,10,8
6642,2021-02-19,CTK21,May 2021,32523,7047,8
6643,2021-02-19,CTN21,July 2021,36217,5815,8
6644,2021-02-19,CTV21,October 2021,0,0,8
6645,2021-02-19,CTZ21,December 2021,19692,19470,8
6646,2021-02-19,CTH22,March 2022,6383,1670,8
6647,2021-02-19,CTK22,May 2022,2643,654,8
6648,2021-02-19,CTN22,July 2022,6835,1611,8
6657,2021-01-08,CTH21,March 2021,29765,8320,2
6658,2021-01-08,CTK21,May 2021,21131,3495,2
6659,2021-01-08,CTN21,July 2021,31724,6738,2
6660,2021-01-08,CTV21,October 2021,0,0,2
6661,2021-01-08,CTZ21,December 2021,12149,13146,2
6662,2021-01-08,CTH22,March 2022,2871,645,2
6663,2021-01-08,CTK22,May 2022,967,46,2
6664,2021-01-08,CTN22,July 2022,2587,891,2
6665,2021-01-15,CTH21,March 2021,26892,8693,3
6666,2021-01-15,CTK21,May 2021,23345,3805,3
6667,2021-01-15,CTN21,July 2021,34808,7031,3
6668,2021-01-15,CTV21,October 2021,0,0,3
6669,2021-01-15,CTZ21,December 2021,12569,14530,3
6670,2021-01-15,CTH22,March 2022,3073,947,3
6671,2021-01-15,CTK22,May 2022,976,46,3
6672,2021-01-15,CTN22,July 2022,2965,1051,3
6673,2021-01-22,CTH21,March 2021,22205,7179,4
6674,2021-01-22,CTK21,May 2021,25716,3902,4
6675,2021-01-22,CTN21,July 2021,34735,6514,4
6676,2021-01-22,CTV21,October 2021,0,0,4
6677,2021-01-22,CTZ21,December 2021,13255,15815,4
6678,2021-01-22,CTH22,March 2022,3250,1406,4
6679,2021-01-22,CTK22,May 2022,1085,292,4
6680,2021-01-22,CTN22,July 2022,3833,1403,4
6681,2022-11-25,CTZ22,December 2022,0,48,47
6682,2022-11-25,CTH23,March 2023,35912,14813,47
6683,2022-11-25,CTK23,May 2023,7868,1703,47
6684,2022-11-25,CTN23,July 2023,17574,1674,47
6685,2022-11-25,CTV23,October 2023,0,0,47
6686,2022-11-25,CTZ23,December 2023,9541,16592,47
6687,2022-11-25,CTH24,March 2024,496,1543,47
6688,2022-11-25,CTK24,May 2024,158,0,47
6689,2022-12-02,CTZ22,December 2022,0,54,48
6690,2022-12-02,CTH23,March 2023,35924,15492,48
6691,2022-12-02,CTK23,May 2023,7990,2323,48
6692,2022-12-02,CTN23,July 2023,17497,1712,48
6693,2022-12-02,CTV23,October 2023,0,0,48
6694,2022-12-02,CTZ23,December 2023,9897,16765,48
6695,2022-12-02,CTH24,March 2024,540,1543,48
6696,2022-12-02,CTK24,May 2024,159,0,48
6697,2022-12-09,CTZ22,December 2022,0,48,49
6698,2022-12-09,CTH23,March 2023,35321,16514,49
6699,2022-12-09,CTK23,May 2023,8217,2442,49
6700,2022-12-09,CTN23,July 2023,17550,1725,49
6701,2022-12-09,CTV23,October 2023,0,0,49
6702,2022-12-09,CTZ23,December 2023,10643,16736,49
6703,2022-12-09,CTH24,March 2024,540,1543,49
6704,2022-12-09,CTK24,May 2024,159,0,49
6705,2022-12-16,CTZ22,December 2022,0,0,50
6706,2022-12-16,CTH23,March 2023,33278,16671,50
6707,2022-12-16,CTK23,May 2023,8559,2688,50
6708,2022-12-16,CTN23,July 2023,18073,1985,50
6709,2022-12-16,CTV23,October 2023,0,0,50
6710,2022-12-16,CTZ23,December 2023,10304,17197,50
6711,2022-12-16,CTH24,March 2024,540,1543,50
6712,2022-12-16,CTK24,May 2024,159,0,50
6713,2022-12-23,CTH23,March 2023,32984,15225,51
6714,2022-12-23,CTK23,May 2023,8629,2592,51
6715,2022-12-23,CTN23,July 2023,17304,2035,51
6716,2022-12-23,CTV23,October 2023,0,0,51
6717,2022-12-23,CTZ23,December 2023,10299,16359,51
6718,2022-12-23,CTH24,March 2024,585,220,51
6719,2022-12-23,CTK24,May 2024,159,220,51
6720,2022-12-23,CTN24,July 2024,1411,1418,51
6721,2022-10-28,CTZ22,December 2022,22402,13405,43
6722,2022-10-28,CTH23,March 2023,23704,7996,43
6723,2022-10-28,CTK23,May 2023,9217,974,43
6724,2022-10-28,CTN23,July 2023,15233,1138,43
6725,2022-10-28,CTV23,October 2023,0,0,43
6726,2022-10-28,CTZ23,December 2023,7839,15265,43
6727,2022-10-28,CTH24,March 2024,494,75,43
6728,2022-10-28,CTK24,May 2024,373,0,43
6729,2022-11-04,CTZ22,December 2022,15266,8511,44
6730,2022-11-04,CTH23,March 2023,26605,9183,44
6731,2022-11-04,CTK23,May 2023,9538,1038,44
6732,2022-11-04,CTN23,July 2023,15810,1251,44
6733,2022-11-04,CTV23,October 2023,0,0,44
6734,2022-11-04,CTZ23,December 2023,7523,16147,44
6735,2022-11-04,CTH24,March 2024,494,0,44
6736,2022-11-04,CTK24,May 2024,285,0,44
6737,2022-11-11,CTZ22,December 2022,11909,7573,45
6738,2022-11-11,CTH23,March 2023,28215,9508,45
6739,2022-11-11,CTK23,May 2023,9765,1009,45
6740,2022-11-11,CTN23,July 2023,15972,1511,45
6741,2022-11-11,CTV23,October 2023,0,0,45
